,localhour,air1,air2,air3,furnace1,furnace2,waterheater1,total_thermal_load
170,2013-09-09 08:00:00-05,8216.966666666665,2032.3333333333333,1573.9833333333331,440.7666666666666,768.8166666666668,786.6666666666665,13819.533333333331
171,2013-09-10 08:00:00-05,10080.716666666667,2780.5499999999997,2015.5999999999997,526.6999999999999,984.2499999999999,786.6500000000001,17174.466666666667
172,2013-09-11 08:00:00-05,11969.033333333333,4425.283333333333,4008.5166666666664,900.4333333333332,1318.8000000000004,791.333333333333,23413.400000000005
173,2013-09-12 08:00:00-05,12184.299999999996,4012.1333333333323,4379.583333333334,973.1333333333333,1239.7333333333333,403.1833333333333,23192.066666666673
174,2013-09-13 08:00:00-05,14538.083333333332,6325.866666666666,5350.599999999999,1138.5666666666664,1715.4499999999998,837.1333333333332,29905.7
175,2013-09-14 08:00:00-05,13352.816666666668,6150.116666666666,4622.3,1012.95,1712.55,411.7,27262.433333333327
176,2013-09-15 08:00:00-05,12419.566666666662,3890.0166666666664,3345.4999999999995,780.8833333333332,1192.0333333333333,833.9166666666665,22461.916666666668
177,2013-09-16 08:00:00-05,9030.283333333335,3346.2333333333327,1964.283333333333,524.8166666666666,1138.45,807.3666666666666,16811.433333333334
178,2013-09-17 08:00:00-05,10066.666666666664,2850.1999999999994,2502.233333333333,621.6833333333333,975.8833333333333,807.1333333333332,17823.8
179,2013-09-18 08:00:00-05,12803.233333333335,4072.2499999999995,4390.416666666667,974.3333333333333,1208.7166666666665,419.81666666666655,23868.766666666666
180,2013-09-19 08:00:00-05,10263.716666666665,2895.2833333333333,2927.2,714.8499999999999,983.4833333333332,813.7166666666666,18598.25
181,2013-09-20 08:00:00-05,2395.9999999999995,1085.2833333333333,0.0,120.4,556.2666666666665,1186.2166666666665,5344.166666666666
182,2013-09-21 08:00:00-05,418.19999999999993,0.3,783.2166666666666,288.5,229.38333333333327,827.1333333333333,2546.7333333333327
183,2013-09-22 08:00:00-05,408.13333333333327,0.65,787.8499999999999,290.24999999999994,227.85,1184.4833333333331,2899.2166666666667
184,2013-09-23 08:00:00-05,6653.783333333333,415.8666666666666,1492.4333333333332,428.9166666666667,330.88333333333344,826.0166666666667,10147.899999999996
185,2013-09-24 08:00:00-05,11014.266666666666,3284.5999999999995,3435.616666666666,783.9166666666666,1044.8833333333334,456.1166666666666,20019.4
186,2013-09-25 08:00:00-05,11396.866666666667,3641.5499999999993,4290.599999999999,952.0166666666664,1097.6166666666668,760.5999999999999,22139.249999999996
187,2013-09-26 08:00:00-05,13938.583333333336,3573.5666666666657,3617.633333333332,843.0166666666664,1112.6666666666665,781.5999999999999,23867.066666666666
188,2013-09-27 08:00:00-05,9227.816666666666,6843.1833333333325,1943.183333333333,521.2,2009.4499999999994,812.6833333333332,21357.516666666666
189,2013-09-28 08:00:00-05,8055.666666666665,4967.783333333333,1990.2499999999995,516.1833333333334,1531.4999999999998,803.7166666666667,17865.099999999995
190,2013-09-29 08:00:00-05,1434.6833333333332,0.4,0.0,120.43333333333332,222.21666666666664,1127.7166666666667,2905.45
191,2013-09-30 08:00:00-05,4786.516666666666,1622.0666666666664,0.0,119.25,655.7833333333333,765.7,7949.316666666666
192,2013-10-01 08:00:00-05,12335.266666666663,1759.9666666666662,0.0,119.38333333333335,670.8833333333333,759.8499999999999,15645.349999999997
193,2013-10-02 08:00:00-05,10457.499999999998,2143.166666666666,0.0,118.11666666666666,751.6666666666667,407.1666666666666,13877.616666666665
194,2013-10-03 08:00:00-05,11007.933333333329,5824.183333333332,0.0,117.0,1681.4833333333331,773.3833333333333,19403.98333333333
195,2013-10-04 08:00:00-05,11778.333333333332,4299.116666666666,0.0,119.03333333333333,1284.916666666666,767.2333333333331,18248.63333333333
196,2013-10-05 08:00:00-05,3276.1333333333328,415.7333333333332,0.0,120.21666666666667,338.21666666666664,1141.7333333333331,5292.033333333333
197,2013-10-06 08:00:00-05,2.283333333333333,0.35,0.0,120.64999999999999,232.19999999999996,1130.7833333333333,1486.2666666666667
198,2013-10-07 08:00:00-05,2.7666666666666666,1.25,0.0,120.35,230.44999999999996,767.3166666666666,1122.1333333333332
